,formatted_data,seven_digit,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id
7518,DJ X-Change - 3,7189322,244.08771,0.345,1,0.494,-6.072,1,0.586,240.071,136.993,4,0.973,b'TRAWXSL128F9353CE4'
7519,Rita Chiarelli - Grits Ain't Groceries,2998409,208.40444,0.0,8,0.472,-5.661,1,0.443,202.861,120.129,4,1.0,b'TRAWXEA128F428C8F9'
7520,Uphill Battle - Climate Control,2999156,323.36934,0.102,2,0.889,-6.563,1,0.644,309.162,107.329,4,0.694,b'TRAWXYT128F428CBE4'
7521,Gerald Veasley - Love Letter,6684481,251.21914,0.311,5,0.733,-11.733,0,0.717,234.876,76.693,4,1.0,b'TRAWXIK12903CF4145'
7522,Wordsworth - Gotta Pay (Produced by Oddisee),5581843,254.98077,0.0,6,0.2,-6.258,1,0.56,249.539,120.2,3,1.0,b'TRAWXPP128F932B152'
7523,Massive Töne - Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle,1151260,310.25587,2.815,8,0.19,-8.096,0,0.211,304.089,92.872,4,1.0,b'TRAWEWS128F4297249'
7524,Clara Nunes - Nação,1543835,213.49832,0.387,6,0.448,-12.82,1,0.431,198.055,91.806,7,0.593,b'TRAWEQF128F42591E9'
7525,Ronnie Drew - Seven Drunken Nights,3438142,195.00363,1.031,9,0.954,-10.652,1,0.746,188.912,117.141,4,0.162,b'TRAWEDG128F42A5F1C'
7526,Y&T - Contagious,618923,201.74322,0.478,3,0.483,-12.083,0,0.455,197.004,123.788,4,0.521,b'TRAWEDC128F14A2EBA'
7527,Kokane - Straight Coats,4285959,208.03873,0.09,0,0.282,-8.796,0,0.151,203.831,94.854,4,1.0,b'TRAWEUP128F92E72BD'
7528,Bert Kaempfert And His Orchestra - Talk,507409,132.5971,2.543,10,0.407,-11.554,1,0.56,129.364,88.47,4,1.0,b'TRAWEYD128F148C93B'
7529,Ken Chu - Ai Bu Hui Yi Zhi Deng Ni,6064764,224.78322,0.0,6,0.896,-6.806,1,0.615,215.545,110.078,4,1.0,b'TRAWEBH128F932A8CF'
7530,Story Of The Year - Meathead (Album Version) (Non-PA),1438203,145.3971,0.115,10,0.059,-4.219,1,0.415,140.614,209.695,4,0.493,b'TRAWEST128F4242614'
7531,The Honeydogs - Kandiyohi,7911674,221.07383,0.369,11,0.63,-6.654,1,0.509,206.396,117.003,4,1.0,b'TRAWEFD12903CBADE8'
7532,Pete Rock & C.L. Smooth - They Reminisce Over You (Single Version),684457,286.69342,2.415,1,0.69,-10.235,0,0.44,259.373,101.779,4,0.978,b'TRAWEIX128F14B0F05'
7533,Marco Rima - Der Kleine Idiot,4327097,362.9971,0.0,9,0.645,-8.036,1,0.662,353.959,187.511,4,0.796,b'TRAWEFQ128F92EF95E'
7534,Bescenta - Why,5016736,231.91465,3.286,1,0.668,-6.479,1,0.515,222.981,76.014,1,0.746,b'TRAWENG128F93105B0'
7535,Jason & The Scorchers - 19th Nervous Breakdown,3989684,227.49995,0.171,2,0.944,-11.812,1,0.623,212.753,176.269,1,0.0,b'TRAWBSO128F931F551'
7536,Justin Timberlake - Sexy Ladies,3522427,238.602,0.073,9,0.0,-5.044,0,0.0,232.38,100.012,4,1.0,b'TRAWBNP128F42BA71A'
7537,Little Milton - Packed Up And Took My Mind,4621853,278.30812,0.0,7,0.583,-11.062,0,0.663,271.853,141.609,4,0.407,b'TRAWBVW128F932A39F'
7538,Sonny Simmons - Metamorphosis,2468304,699.03628,1.263,1,0.66,-10.179,1,0.583,691.606,100.53,3,0.568,b'TRAWBFX128F4213891'
7539,Alain-François - Minuit sur terre,7552794,294.42567,0.136,5,0.918,-7.627,1,0.661,288.461,141.892,3,0.392,b'TRAWBGZ12903CDA47E'
7540,Mau Mau - Balon Combo,584483,233.40363,0.0,7,0.353,-7.106,1,0.549,228.844,195.874,3,0.62,b'TRAWBVQ128F149ADFD'
7541,Movado - Dreaming,1526335,182.07302,0.0,7,0.013,-6.94,1,0.137,176.454,184.012,4,1.0,b'TRAWBYJ128F4254E34'
7542,Cali - Betty Et Tommy (Instrumental),3635147,90.33098,0.978,0,0.123,-16.69,1,0.599,83.836,75.25,4,0.911,b'TRAWBKF128F92D7EC2'
7543,Del The Funky Homosapien - Why You Wanna Get Funky...,2911599,316.60363,0.235,6,0.788,-8.039,1,0.519,305.4,83.646,4,0.647,b'TRAWBSZ128F4278C10'
7544,Jim Chappell - Moonlight Boy,5603790,296.12363,0.525,2,0.196,-22.34,0,0.325,275.4,69.147,4,0.578,b'TRAWBGU128F93306A8'
7545,Charlie Rich - Cold_ Cold Heart,4179453,174.18404,0.246,0,0.285,-13.353,1,0.64,162.609,93.03,4,0.806,b'TRAWBBO128F92D15E1'
7546,B.o.B - Nothin' On You [feat. Bruno Mars] (Album Version),8880639,269.63546,5.283,10,0.403,-5.388,1,0.411,258.461,104.038,4,0.742,b'TRAWBHE12903CBC4CB'
7547,Talking Heads - Two Note Swivel (Unfinished Outtake),589094,348.78649,0.09,10,0.032,-12.041,1,0.396,335.25,116.125,4,0.772,b'TRAWBXQ128F149BF78'
7548,Pearl Jam - You Are,4347518,268.69506,0.223,10,0.197,-8.053,1,0.215,251.304,94.916,4,0.543,b'TRAWBOE128F92F2F46'
7549,Peret - Tócale Las Palmas,4498125,179.69587,0.195,7,0.496,-3.97,1,0.482,169.314,86.005,4,0.59,b'TRAWBEN128F931012E'
7550,Peter Tosh - Stand Firm (2002 Digital Remaster),285104,371.1473,0.0,9,0.457,-9.821,1,0.474,359.108,146.644,4,0.107,b'TRAWBWG128F1462C30'
7551,ÄI-TIEM - Äi Jo,694968,100.70159,0.0,7,0.422,-9.686,1,0.51,90.006,135.799,4,0.661,b'TRAWBOS128EF33F24A'
7552,Angela Dimitriou - Fotia Sta Savvatovrada (Live),3085302,177.3971,0.0,4,0.852,-7.46,0,0.669,173.941,132.076,4,0.0,b'TRAWBPY128F425512E'
7553,The Freedom - We Say No,7156671,189.3873,0.2,2,0.202,-7.779,1,0.273,182.561,139.103,4,0.55,b'TRAWBYI128F934BD90'
7554,Varios Artistas de Rumba - Don Toribio,8317160,171.88526,2.554,6,0.351,-5.762,1,0.426,167.178,113.862,4,0.138,b'TRAWBZE12903CA6CFA'
7555,Flamin' Groovies - Step Up,2940007,199.49669,0.357,7,0.382,-9.113,1,0.463,179.751,159.337,4,0.85,b'TRAWKQN128F427FA2F'
7556,John Stewart - Wild Horse Road  (LP Version),370035,169.79546,0.183,9,0.276,-20.55,0,0.411,157.623,80.169,4,0.006,b'TRAWKQN128F14739A1'
7557,Roy Brown - Ohe Nene,7054990,276.97587,6.693,11,0.31,-13.948,0,0.276,270.698,51.477,1,0.0,b'TRAWKJD128F9333178'
7558,UKW - I Will (Patitu),5541030,215.562,5.956,7,0.051,-6.08,1,0.39,210.977,89.593,4,0.568,b'TRAWKDN128F9321552'
7559,Oldelaf et Monsieur D - Ouragan,5815975,540.47302,0.082,0,0.592,-11.946,0,0.55,537.223,116.714,4,0.929,b'TRAWKQB128F92EE55D'
7560,Selena - Disco Medley (Live At Houston Astrodome),3761190,222.11873,2.85,7,0.223,-6.804,1,0.263,212.306,123.759,4,0.0,b'TRAWKSZ128F92F0F25'
7561,Twila Paris - I'll See You Sunday,5353233,235.65016,0.886,3,0.338,-12.908,1,0.535,219.736,135.421,4,0.658,b'TRAWKTD128F92F47FA'
7562,Cam'Ron / Juelz Santana / Jimmy Jones - Come Home With Me,3504807,301.50485,0.0,6,0.659,-5.104,0,0.506,286.598,163.57,4,0.772,b'TRAWKXK128F42B62B3'
7563,John Hammond - Preaching Blues (Up Jumped The Devil) (1978 Version),4390253,262.16444,0.165,9,0.604,-12.541,1,0.279,249.969,204.255,7,0.608,b'TRAWKXZ128F92FAD05'
7564,Saosin - Bury Your Head (Acoustic),178816,254.27546,3.825,6,0.517,-3.828,0,0.726,245.429,125.062,4,0.934,b'TRAWKPT128E0795428'
7565,Usher - Pianolude,3314778,212.61016,0.0,8,0.622,-16.611,1,0.607,209.473,209.056,4,0.886,b'TRAWLGG128F42884CA'
7566,Max Steiner - The Scarifice Ceremony,5924610,145.84118,0.0,4,0.583,-14.528,0,0.637,141.462,202.496,1,0.0,b'TRAWLTZ128F9308CC9'
7567,Nana Caymmi - Último Desejo,325309,298.9971,0.212,11,0.833,-15.081,0,0.722,294.406,106.012,4,0.0,b'TRAWLSE128F146B59C'
7568,Mindy McCready - You'll Never Know,5827939,240.69179,0.235,2,0.26,-6.142,1,0.48,228.513,124.218,4,0.951,b'TRAWLIM128F92F13EF'
7569,Pablo Montero - Amor Bonito,5952590,169.82159,0.316,10,1.0,-8.985,1,0.529,166.847,97.874,4,0.653,b'TRAWLRK128F930F89B'
7570,Pinch - Punisher (Loefah's SE25 Remix),8847176,337.91955,0.0,1,0.017,-15.873,0,0.203,321.207,97.343,5,1.0,b'TRAWLNP12903CB425B'
7571,Casual - Let Me,2784486,270.78485,0.241,4,0.0,-7.341,1,0.0,254.996,83.979,4,0.93,b'TRAWLSX128F425B803'
7572,Dwayne_ Gyptian - Rudeboy Shuffling,7617055,245.52444,0.792,10,0.009,-7.956,0,0.29,241.621,137.89,4,0.756,b'TRAWLGP12903CE9F59'
7573,Pagan Wanderer Lu - Ten Cities Is Not A European Tour,4553857,297.66485,0.084,4,0.874,-6.066,0,0.61,293.744,87.999,4,1.0,b'TRAWLXR128F931B059'
7574,Guillaume Ledent - Le type d'en face,3988314,229.8771,0.316,9,0.319,-7.347,0,0.427,215.806,190.309,4,0.703,b'TRAWLXR128F931F009'
7575,Bikini Machine - The Race,8839002,280.76363,0.2,9,0.183,-5.073,0,0.435,280.764,109.402,5,0.533,b'TRAWLTG12903CB226E'
7576,"Aphasia - sample processing failed (part one: ""why don't you fuckin' remember anything ?"")",5728431,207.5424,0.0,5,0.255,-1.651,1,0.544,207.542,68.544,4,0.986,b'TRAWLVX128F934E63C'
7577,Perpetual Loop - Release,7515815,386.97751,3.03,10,0.603,-12.006,0,0.749,382.508,189.972,4,0.036,b'TRAWLOP12903CD13EE'
7578,Sergio Dalma - Un Cachito De Ti,2475431,253.59628,2.746,11,0.427,-5.768,1,0.496,241.209,164.024,4,0.457,b'TRAWLYD128F42153D2'
7579,Blue October - Blue Skies,4782877,223.29424,0.0,11,0.166,-6.8,0,0.335,212.376,116.896,4,0.316,b'TRAWLYF128F92D9EE0'
7580,Joa~o Gilberto - Samba De Una Nota So´,8961522,98.14159,0.522,9,0.494,-13.278,1,0.473,92.874,109.107,1,0.0,b'TRAWLYS12903CCFEFC'
7581,Sasha - Who Killed Sparky?,2348448,733.88363,0.212,6,0.0,-5.591,0,0.0,676.955,126.036,4,0.983,b'TRAWLLF128F427C487'
7582,Freddie McGregor - Zion Chant (Album Version),4014018,185.83465,0.334,5,0.07,-9.742,0,0.361,176.704,167.48,4,0.201,b'TRAWYIM128F9324305'
7583,Thomas Dolby - Windpower,7398975,265.45587,0.0,1,0.46,-10.403,1,0.423,260.203,57.909,4,0.651,b'TRAWYIK12903CB4F3A'
7584,Delirious - God You Are My God,1863927,225.14893,1.065,2,0.554,-9.833,1,0.491,213.664,91.162,4,0.289,b'TRAWYTV128F429DEE8'
7585,Jaime Jamgochian - God Unchanging,7694342,231.60118,0.287,7,0.661,-6.668,1,0.762,221.321,151.939,4,0.769,b'TRAWYWF12903CFCCA0'
7586,Varios - Cuerda viva,4520444,243.22567,0.0,4,0.465,-5.179,1,0.397,236.054,85.319,5,0.456,b'TRAWYLO128F9315681'
7587,Candy Lo - Suan Shu,6041221,210.6771,0.218,5,0.64,-6.045,1,0.557,197.375,107.983,3,0.543,b'TRAWYJE128F9324D18'
7588,Baby Rasta & Gringo - Avisame,7950498,219.42812,0.09,1,0.67,-5.65,0,0.754,213.809,187.944,5,0.697,b'TRAWYDB12903CC4519'
7589,Arthur Tracy - Marta (Rambling Rose Of The Woods),6249402,195.082,1.055,10,0.368,-14.883,1,0.429,189.231,76.161,3,0.753,b'TRAWYTQ128F93576EC'
7590,Guns N' Roses - Catcher In The Rye,3787071,352.96608,0.113,9,0.096,-7.483,1,0.303,340.968,85.239,4,0.67,b'TRAWYNV128F92F5E7E'
7591,UK Subs - Sk8 Tough,6788768,136.77669,0.527,4,0.84,-6.856,1,0.657,132.725,137.277,1,0.0,b'TRAWYVJ128F92F27B8'
7592,2 Minutos - Tema De Adrian,5547062,178.72934,0.363,0,0.359,-10.693,1,0.467,172.071,102.055,4,0.33,b'TRAWYCO128F9322CE1'
7593,Bruisers - Bloodshed,5657810,143.62077,0.0,0,0.806,-9.912,1,0.69,134.809,97.341,4,0.684,b'TRAWPBO128F933D918'
7594,Fabri Fibra - Io non ti invidio,7444410,228.67546,0.38,7,0.121,-7.894,1,0.487,214.216,92.526,4,1.0,b'TRAWPHN12903CBFDAF'
7595,Bobbie Gentry - Reunion,274268,156.21179,7.169,7,0.661,-11.795,1,0.399,139.755,99.777,1,0.416,b'TRAWPQO128F14604D1'
7596,Charlie Louvin - Love And Wealth,2928533,156.60363,0.398,2,0.205,-17.455,1,0.002,149.409,90.481,4,0.619,b'TRAWPKO128F427CD95'
7597,Van Halen - Runaround (Live Version),1381494,321.72363,0.0,9,0.801,-7.042,1,0.804,303.084,130.685,4,0.863,b'TRAWPKO128F423841E'
7598,Ray Barretto - Whirlpool (LP Version),560557,270.88934,0.282,7,0.556,-10.7,1,0.771,253.301,133.12,5,0.929,b'TRAWPYE128F1495E38'
7599,Toby Love featuring Rakim & Ken-Y - Tengo Un Amor,4300256,260.28363,0.0,8,0.518,-6.046,1,0.488,251.617,134.012,4,0.591,b'TRAWPNC128F92EAA90'
7600,The London Pops Orchestra - Imperial March,4217875,180.4273,0.107,5,0.02,-13.599,0,0.299,175.984,103.068,4,0.221,b'TRAWPKD128F92D8CA6'
7601,Pagan Wanderer Lu - The Island etc.,9059051,236.01587,2.339,0,0.987,-11.38,1,0.745,221.205,85.073,3,0.719,b'TRAWPRX12903CE7B32'
7602,Aeoliah - Temple Bells,2746712,269.29587,0.0,3,0.504,-23.109,1,0.734,258.154,136.749,3,0.318,b'TRAWPQV128F425290A'
7603,Bebo Norman - Sunday,5779339,219.45424,8.127,5,0.832,-10.488,1,0.771,207.499,90.191,4,0.933,b'TRAWPFX128F92E58B5'
7604,Bill Engvall - 15º Off Cool (Album Version),3692568,307.09506,0.0,10,0.397,-18.899,0,0.381,307.095,126.341,1,0.576,b'TRAWPBB128F92E4EFE'
7605,France D' Amour - Ailleurs,7683945,232.202,0.398,6,0.462,-7.736,1,0.654,224.206,57.091,1,0.0,b'TRAWPXB12903CFA413'
7606,Sandi Thom - Bleeding Love,3114610,261.72036,2.479,7,0.614,-9.621,1,0.64,253.115,96.171,4,1.0,b'TRAWPNL128F425C2DF'
7607,Broadcast - Cool Kid,2364925,227.89179,3.686,0,1.0,-5.932,1,0.843,214.837,128.656,4,1.0,b'TRAWPGE128F42801D6'
7608,Bad Religion - Epiphany,1083171,239.882,0.0,2,0.393,-3.469,0,0.501,216.52,112.918,4,0.541,b'TRAWPFY128F428A9CD'
7609,Fat Joe - My FoFo  (Album Version - Amended),132004,235.20608,0.136,2,0.249,-7.004,1,0.436,225.855,80.865,4,1.0,b'TRAWPOF128E078B8C0'
7610,Gisselle - Prefiero Decir Adios,3324134,244.34893,0.235,10,0.272,-8.163,0,0.261,232.797,78.571,4,0.516,b'TRAWWWO128F428A7FC'
7611,Bobby Vee - Anonymous Phone Call,481448,134.29506,0.334,8,0.583,-12.562,1,0.479,126.996,155.264,3,1.0,b'TRAWWGO128F1488299'
7612,John Mayall & The Bluesbreakers - Looking Back,445915,156.9171,0.465,0,0.263,-7.17,0,0.228,151.429,120.736,4,0.212,b'TRAWWVS128F1482068'
7613,False Prophets - Banana Split Republic,7211562,242.88608,0.345,0,0.6,-7.694,1,0.803,236.826,119.048,4,0.195,b'TRAWWTR128F93593BF'
7614,Mystic Rhythms Band - Eden,8870252,453.66812,2.688,5,0.158,-9.004,1,0.342,443.774,122.875,4,0.817,b'TRAWWQB12903CB9C73'
7615,Hem - When I Was Drinking,3181507,222.74567,0.293,4,0.5,-14.519,1,0.572,216.776,108.054,3,1.0,b'TRAWWHT128F426894E'
7616,The Rolling Stones - Think,3921913,189.67465,0.189,4,0.523,-12.67,1,0.445,180.971,132.903,1,0.0,b'TRAWWHM128F9310FD7'
7617,New Roanoke Jug Band - A Pretty Gal's Love,2932577,189.59628,0.317,2,0.767,-9.384,1,0.695,180.814,96.064,1,0.0,b'TRAWWQM128F427DD5C'
7618,Kiss - Every Time I Look At You,506190,283.84608,0.0,8,0.936,-7.0,1,0.886,283.846,149.012,4,0.0,b'TRAWWQM128F148C796'
7619,Marshall Crenshaw - Rave On (Live 1982),139650,95.86893,3.32,8,0.853,-11.026,1,0.678,93.205,162.653,4,1.0,b'TRAWWIK128E078D19C'
7620,Kaskaad - Mohawk Hunt,3971492,414.9024,0.0,4,0.868,-6.239,0,0.718,408.596,87.507,4,1.0,b'TRBIIUC128F931B59E'
7621,María Elena Walsh - La Mona Jacinta,5646127,150.09914,0.0,0,0.526,-12.517,1,0.571,138.896,131.552,3,1.0,b'TRBIIJX128F933AB7D'
7622,New Found Glory - Don't Let Her Pull You Down,4457572,208.27383,0.113,4,0.662,-3.301,1,0.658,191.28,192.07,4,0.937,b'TRBIIEU128F9307C88'
7623,Chantal Chamandy - Zindegi,5235231,256.15628,0.368,11,0.679,-7.489,0,0.751,249.649,84.96,4,0.38,b'TRBIIXI128F9344121'
7624,"Ivan Parker - Then He Said_ ""Sing",2747485,207.90812,2.113,0,0.938,-9.826,1,0.922,200.446,91.964,4,0.944,b'TRBIIAL128F4252C04'
7625,Don Francisco - Overture (Genesis & Job),671450,311.2224,3.646,0,0.665,-16.294,1,0.561,295.044,68.537,1,0.0,b'TRBIISJ128F14AE61C'
7626,Joy Division - Leaders Of Men,2648266,141.08689,0.0,2,0.239,-6.021,1,0.139,136.115,150.04,4,1.0,b'TRBIIOT128F423C594'
7627,Daara J - Le Precipice,223904,261.61587,3.03,0,0.741,-7.727,1,0.612,255.303,91.005,4,1.0,b'TRBIICD128F14553D8'
7628,Mindy McCready - Ten Thousand Angels,9045758,231.83628,0.0,10,0.094,-6.156,1,0.224,215.789,100.881,4,1.0,b'TRBIIJY12903CE4755'
7629,Otis Spann - Monkey Faced Woman,5662632,298.55302,0.514,5,0.644,-24.81,1,0.613,290.836,89.518,3,0.684,b'TRBIGFQ128F933EBEE'
7630,Alias - Standing In The Darkness,250762,274.15465,0.467,9,0.041,-10.377,1,0.246,250.665,140.449,4,0.711,b'TRBIGRU128F145B139'
7631,Kevin Max - Baby_ I'm Your Man,5325475,219.01016,2.339,9,0.493,-6.968,1,0.519,202.548,88.002,4,0.331,b'TRBIGTG128F92EDBAC'
7632,Owsley - Class Clown/Good Old Days (Reprise),8441079,348.02893,0.189,9,0.771,-8.022,1,0.67,327.454,95.787,4,0.958,b'TRBIGOC12903CC4FDF'
7633,Deep Blue Something - Gammer Gerten's Needle,163046,199.3922,3.274,0,0.429,-7.335,1,0.454,186.839,158.244,4,0.927,b'TRBIGRZ128E0792329'
7634,Pedro Laza Y Sus Pelayeros - La Panadera,2531039,157.93587,0.16,1,0.0,-7.5,1,0.0,154.134,83.469,3,1.0,b'TRBIGJN128F4222B19'
7635,Little Willie John - Leave My Kitten Alone,3628942,147.25179,0.0,8,0.681,-10.978,1,0.516,140.696,105.653,1,0.0,b'TRBIGUJ128F92D674F'
7636,4Him - Strange Way To Save The World,6385457,270.28853,0.194,2,0.479,-12.922,1,0.559,256.151,120.077,4,0.818,b'TRBIGGV12903CABC77'
7637,Freedom - Caught - Special Way,2717574,245.49832,0.409,4,0.26,-12.231,1,0.423,234.905,163.136,1,0.0,b'TRBIGAK128F424C305'
7638,Tora Tora - That's Not the Way Love's Supposed to Be,7932317,248.16281,0.0,7,0.0,-11.476,1,0.125,243.711,110.494,1,0.0,b'TRBIGXB12903CBFE1F'
7639,The Sterns - Second Chance,5304010,162.82077,0.806,9,0.565,-4.553,1,0.522,151.777,188.481,4,0.0,b'TRBIGLR128F92E87DD'
7640,Sade - All About Our Love,3103529,160.62649,0.201,4,0.519,-8.211,1,0.521,147.342,161.991,4,0.652,b'TRBIGRY128F42597B3'
7641,Public Image Ltd - This Is Not A Love Song,3433304,251.50649,0.223,9,0.007,-10.347,0,0.243,240.605,127.369,4,0.0,b'TRBIAHA128F42A4C9B'
7642,Leana - Pack Your Bags (Remix by Ralphi Rosario),3032044,228.15302,0.328,9,0.015,-5.705,1,0.158,221.24,130.923,4,0.0,b'TRBIAVI128F424A89C'
7643,Konstantinos Galanos - De Tha Kano Piso,2265985,219.71546,0.0,8,0.807,-4.767,0,0.641,209.763,126.941,4,0.789,b'TRBIAQT128F426B9E0'
7644,Joe Bonamassa - I Know A Place,8607901,258.7424,0.136,7,0.735,-7.355,1,0.632,249.481,75.064,3,0.741,b'TRBIAVP12903CEDA19'
7645,Roger McGuinn - The Bells Of Rhymney,4944397,264.69832,0.0,1,0.743,-16.326,1,0.791,256.255,83.897,3,0.317,b'TRBIACM128F930021A'
7646,Big Joe Turner - I Got My Discharge Papers,6879460,159.16363,0.38,0,0.598,-11.261,1,0.302,154.68,84.907,4,0.562,b'TRBIACJ128F93087A9'
7647,Gloria - You are the summer,1391776,218.122,0.235,2,0.553,-6.47,1,0.742,207.755,84.978,3,0.67,b'TRBIANJ128F423A53A'
7648,Jean-Jacques Goldman - Je Marche Seul (Version Longue),3115034,358.60853,2.264,7,0.698,-6.663,1,0.615,342.552,133.058,4,0.645,b'TRBIANT128F425C487'
7649,Rocky Hill - Hootchie Cootchie Man,923871,339.51302,0.282,2,0.415,-6.295,1,0.37,332.748,93.162,1,0.265,b'TRBIAGO128F42640FB'
7650,Ashes to Ashes - Mind On,853773,191.92118,0.537,1,0.356,-9.988,0,0.429,189.591,120.986,4,1.0,b'TRBIAKX128EF35D3BA'
7651,Asleep At The Wheel - The Letter That Johnny Walker Read,748242,238.21016,0.067,11,0.046,-9.02,1,0.407,233.935,122.166,4,0.738,b'TRBIAVU128EF3493BA'
7652,Organ Donors - Dr Kaotica,8734670,455.44444,0.485,8,0.459,-3.277,0,0.473,442.032,134.07,4,0.542,b'TRBIFGL12903D0C8BE'
7653,Cassie - Long Way 2 Go [Friscia & Lamboy Club],5678741,490.86649,0.119,10,0.052,-5.007,0,0.03,484.206,82.005,3,1.0,b'TRBIFZX128F9342AAE'
7654,Cornell Campbell - Just My Imagination,8484281,166.55628,0.218,5,0.528,-8.85,0,0.52,149.6,88.843,1,0.0,b'TRBIFPX12903CCF859'
7655,Mötley Crüe - Merry-Go-Round,276815,201.40363,0.0,7,0.279,-7.606,0,0.482,192.824,121.691,3,0.922,b'TRBIFWB128F1460D8C'
7656,Jonathan Edwards / Will Ferrell - Sunshine Anchorman Medley,5572994,159.58159,0.0,10,0.25,-8.863,1,0.558,153.884,83.985,3,0.518,b'TRBIFAU128F9328EC4'
7657,Minnie Riperton - Lovin' You,7737253,224.67873,0.402,9,0.296,-13.895,1,0.471,215.522,122.832,5,1.0,b'TRBIFUV12903D07374'
7658,Hot Boys - Young Riders,559688,227.94404,0.0,4,0.096,-6.221,0,0.238,213.879,93.859,4,0.917,b'TRBIFUD128F1495AE2'
7659,The Pharcyde - I'm That Type Of Ni**a,877659,315.97669,0.206,7,0.59,-6.823,1,0.626,310.37,104.357,4,1.0,b'TRBIFOK128EF362D20'
7660,The Killers - A Dustland Fairytale,3766441,225.12281,0.0,11,0.116,-4.808,0,0.379,207.697,134.734,1,0.0,b'TRBIFGK128F92F23A2'
7661,Tha Liks - Intro,3214202,43.2322,2.485,11,0.062,-12.577,1,0.524,43.232,97.067,4,0.712,b'TRBIFNO128F42702FB'
7662,John D. Loudermilk - Somebody Sweet,7621244,113.81506,0.16,7,0.015,-10.955,1,0.237,109.36,87.714,1,0.0,b'TRBIFPI12903CEAFB6'
7663,Aiden - Die Romantic [Live],8566058,241.03138,0.0,7,0.705,-7.561,1,0.617,236.28,125.653,4,1.0,b'TRBIHOC12903CE371C'
7664,Sin Plomo - Why can't we live together,5305359,444.49914,3.947,7,0.804,-9.539,0,0.768,438.48,127.955,4,0.0,b'TRBIHGD128F92E8D12'
7665,Winterlight - Daybreak,7780632,328.6722,0.0,0,0.0,-7.437,1,0.0,308.407,99.998,4,1.0,b'TRBIHQM128F92F83BA'
7666,themselves - Crayon Sharpener,2612283,271.43791,0.094,1,0.617,-13.017,1,0.545,267.726,167.885,4,0.465,b'TRBIHVW128F4233965'
7667,Dinosaur Jr. - Does It Float,2787322,198.53016,0.374,0,0.456,-5.233,1,0.649,189.98,185.452,1,0.0,b'TRBIHAU128F425C317'
7668,Toni Braxton Featuring Babyface - Give U My Heart,3348356,240.61342,0.311,10,0.0,-4.225,0,0.039,227.149,103.832,4,0.986,b'TRBIHKT128F4290554'
7669,The Sex Pistols - My Way (Alternate Studio Version),6882960,176.5873,0.165,11,0.48,-8.016,1,0.558,168.443,89.607,1,0.0,b'TRBIHKE128F9309555'
7670,Cal Tjader - Along Comes Mary,3511537,199.75791,0.328,9,0.283,-16.603,1,0.436,195.146,143.764,1,0.137,b'TRBIHMZ128F42B7CF3'
7671,Lloyd Spiegel - The Storm,3868509,188.70812,0.0,9,0.215,-8.635,0,0.28,184.953,113.397,4,0.948,b'TRBIHHY128F9306343'
7672,Winston Reedy - Sentimental Man,3884209,193.72363,0.173,1,0.931,-12.087,1,0.565,186.015,118.123,4,0.205,b'TRBIJNK128F93093EC'
7673,Blind Willie Johnson - God Don't Never Change,6630898,172.25098,0.097,0,0.0,-16.159,1,0.2,167.184,95.677,1,0.0,b'TRBIJLT12903CE7070'
7674,Diamanda Galas - Dark End Of The Street,1834226,162.95138,0.442,5,0.86,-12.673,1,0.562,154.024,162.133,4,0.668,b'TRBIJFO128F42990C5'
7675,"Myrick ""Freeze"" Guillory - Zydeco In D-Minor",904098,300.82567,0.0,0,0.297,-12.574,1,0.503,300.826,137.663,4,0.0,b'TRBIJRN128F425F3DD'
7676,Danny Williams - The Wonderful World Of The Young,442366,168.01914,0.403,8,0.223,-14.517,1,0.398,163.463,77.072,3,0.597,b'TRBIJNF128F14815A7'
7677,Moonspell - The Hanged Man,7677054,386.19383,0.177,7,0.374,-8.087,1,0.54,386.194,140.185,4,0.099,b'TRBIJMU12903CF892B'
7678,David Arkenstone - The Forgotten Lands,1572055,314.5922,3.895,9,0.658,-14.881,1,0.648,296.153,141.975,4,0.659,b'TRBIJIA128F425F57D'
7679,It Dies Today - One the road (to Damnation),5322779,179.40853,0.0,11,0.06,-4.027,1,0.396,179.409,98.377,3,0.991,b'TRBIJFB128F92ED124'
7680,Grandpa Jones - Down In Dixie,8416790,141.73995,0.491,2,0.101,-11.756,1,0.394,136.615,119.271,4,0.15,b'TRBIJKN12903CBF11B'
7681,Mouth Of The Architect - Harboring An Apparition,8640942,475.21914,0.0,3,0.0,-8.316,1,0.29,455.593,124.562,3,0.989,b'TRBIJES12903CF5B12'
7682,Seventh Day Slumber - Shattered Life,670250,209.73669,0.125,2,0.315,-5.324,0,0.406,193.167,150.575,4,0.317,b'TRBIJYB128F14AE326'
7683,Mario Rosenstock - Munster Song (Best of 2009),7061099,187.14077,0.311,7,0.546,-8.065,1,0.63,182.671,90.05,4,0.433,b'TRBIJIP128F9334953'
7684,Tech N9ne - Spend the Night featuring Rock Money and Paul Law,7266279,260.38812,0.206,7,0.399,-3.8,1,0.607,252.645,106.644,1,0.923,b'TRBICEA128F93668AA'
